Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,Status
western-valley-avenue-narcissus-boulevard-unisex-edp-75ml,Western Valley Avenue Narcissus Boulevard-Unisex-Edp-75Ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,25.0,32.0,TRUE,TRUE,https://livish.com/cdn/shop/files/AdobeExpress-file_2.png?v=1768902875&width=600,1,Western Valley Avenue Narcissus Boulevard-Unisex-Edp-75Ml,FALSE,active
kayali-yum-boujee-marshmallow-81-for-women-eau-de-parfum-intense-100ml,Kayali Yum Boujee Marshmallow | 81 For Women Eau De Parfum Intense 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,37.5,53.0,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2026-01-18T123003.048.png?v=1768732844&width=600,1,Kayali Yum Boujee Marshmallow | 81 For Women Eau De Parfum Intense 100ml,FALSE,active
khadlaj-karus-oud-fire-unisex-edp-100ml,Khadlaj Karus Oud Fire Unisex Edp 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,9.65,11.0,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2026-01-14T150910.688.jpg?v=1768396209&width=600,1,Khadlaj Karus Oud Fire Unisex Edp 100ml,FALSE,active
khadlaj-rose-and-romance-women-edp-100ml,Khadlaj Rose And Romance Women Edp 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,4.82,6.0,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2026-01-14T142155.570.jpg?v=1768393426&width=600,1,Khadlaj Rose And Romance Women Edp 100ml,FALSE,active
khadlaj-fursan-brown-unisex-edp-100ml,Khadlaj Fursan Brown Unisex Edp 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,5.9,7.0,TRUE,TRUE,https://livish.com/cdn/shop/files/square-image-2026-01-14T134359.998.jpg?v=1768391256&width=600,1,Khadlaj Fursan Brown Unisex Edp 100ml,FALSE,active
armaf-odyssey-aoud-for-unisex-edp-100ml,Armaf Odyssey Aoud For Unisex Edp 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,8.57,11.0,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2026-01-13T165646.957.jpg?v=1768316487&width=600,1,Armaf Odyssey Aoud For Unisex Edp 100ml,FALSE,active
calvin-klein-eternity-for-women-eau-de-parfum-100ml,Calvin Klein Eternity For Women Eau de Parfum 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,11.9,28.5,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2026-01-07T141109.648.jpg?v=1767787944&width=600,1,Calvin Klein Eternity For Women Eau de Parfum 100ml,FALSE,active
valentino-donna-born-in-roma-women-edp-intense-100ml,Valentino Donna Born In Roma-women-edp Intense-100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,43.75,54.0,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2026-01-06T131225.283.jpg?v=1767698023&width=600,1,Valentino Donna Born In Roma-women-edp Intense-100ml,FALSE,active
jean-louis-scherrer-scherrer-women-edt-100ml,Jean-louis Scherrer Scherrer-women-edt-100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,16.3,23.0,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2026-01-06T105317.789.jpg?v=1767689666&width=600,1,Jean-louis Scherrer Scherrer-women-edt-100ml,FALSE,active
ted-lapidus-rumba-passion-for-women-edt-100ml,Ted Lapidus Rumba Passion For Women Edt 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,5.63,7.9,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2025-10-09T095920.788.jpg?v=1759993177&width=600,1,Ted Lapidus Rumba Passion For Women Edt 100ml,FALSE,active
roberto-cavalli-for-women-edp-75ml,Roberto Cavalli For Women Edp 75ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,8.8,15.0,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2025-12-29T135417.461.jpg?v=1767009278&width=600,1,Roberto Cavalli For Women Edp 75ml,FALSE,active
abercrombie-fitch-authentic-for-woman-edp-100-ml,Abercrombie & Fitch Authentic For Woman Edp 100 Ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,13.8,19.0,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2025-12-29T134836.013.jpg?v=1767009000&width=600,1,Abercrombie & Fitch Authentic For Woman Edp 100 Ml,FALSE,active
floris-honey-oud-edp-100ml-for-unisex,Floris Honey Oud Edp 100ml For Unisex,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,32.5,50.0,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2025-12-10T164101.653.jpg?v=1765377685&width=600,1,Floris Honey Oud Edp 100ml For Unisex,FALSE,active
vilhelm-parfumerie-morning-chess-edp-100-ml-for-unisex,Vilhelm Parfumerie Morning Chess Edp 100 Ml For Unisex,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,62.5,87.5,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2025-12-09T163756.310.jpg?v=1765291840&width=600,1,Vilhelm Parfumerie Morning Chess Edp 100 Ml For Unisex,FALSE,active
nishane-ege-extrait-de-parfum-100ml-for-unisex,Nishane Ege Extrait De Parfum 100ml For Unisex,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,50.0,69.88,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2025-12-09T160241.507.jpg?v=1765289043&width=600,1,Nishane Ege Extrait De Parfum 100ml For Unisex,FALSE,active
hormone-paris-this-is-notgaba-unisex-parfum-100ml,Hormone Paris This Is Notgaba-unisex-parfum-100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,56.25,94.5,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2025-12-07T161953.743.jpg?v=1765117240&width=600,1,Hormone Paris This Is Notgaba-unisex-parfum-100ml,FALSE,active
borntostandout-dirty-heaven-unisex-edp-50ml,Borntostandout Dirty Heaven-unisex-edp-50ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,47.5,71.4,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2025-12-07T133448.572.jpg?v=1765107320&width=600,1,Borntostandout Dirty Heaven-unisex-edp-50ml,FALSE,active
carner-barcelona-revolucion-unisex-edp-100ml,Carner Barcelona Revolucion -unisex-edp-100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,22.5,63.0,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2025-12-07T111639.608.jpg?v=1765099015&width=600,1,Carner Barcelona Revolucion -unisex-edp-100ml,FALSE,active
versace-woman-women-edp-100ml,Versace Woman-women-edp-100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,11.3,21.0,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2025-12-07T104342.861_1cc78eb5-2cc2-4e88-8312-3bd3973d872c.jpg?v=1765097135&width=600,1,Versace Woman-women-edp-100ml,FALSE,active
gland-lures-freudian-wood-unisex-edp-50ml,Gland Lures Freudian Wood-unisex-edp-50ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,25.0,42.0,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2025-12-07T101848.557.jpg?v=1765095572&width=600,1,Gland Lures Freudian Wood-unisex-edp-50ml,FALSE,active
chanel-paris-paris-unisex-edt-125ml,Chanel Paris - Paris-unisex-edt-125ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,56.4,63.45,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2025-12-07T101146.973.jpg?v=1765095135&width=600,1,Chanel Paris - Paris-unisex-edt-125ml,FALSE,active
cavallo-machiavelli-intense-women-edp-80ml,Cavallo Machiavelli Intense-women-edp-80ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,8.13,15.4,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2025-12-07T100454.846.jpg?v=1765094759&width=600,1,Cavallo Machiavelli Intense-women-edp-80ml,FALSE,active
mancera-aoud-lemon-mint-unisex-edp-120ml,Mancera Aoud Lemon Mint-unisex-edp-120ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,25.0,46.2,TRUE,TRUE,https://livish.com/cdn/shop/files/download_544ff0cd-1e3c-4156-a446-9f9393d76cab.jpg?v=1765092218&width=600,1,Mancera Aoud Lemon Mint-unisex-edp-120ml,FALSE,active
emper-legend-femme-blossom-women-edp-80ml,Emper Legend Femme Blossom-women-edp-80ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,5.32,8.4,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2025-12-06T162557.842.jpg?v=1765031188&width=600,1,Emper Legend Femme Blossom-women-edp-80ml,FALSE,active
rochas-femme-edt-100ml,Rochas Femme -edt-100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,11.9,23.8,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2025-12-06T100131.568.jpg?v=1765008142&width=600,1,Rochas Femme -edt-100ml,FALSE,active
nishane-hacivat-unisex-extrait-de-parfum-100ml,Nishane Hacivat-unisex-extrait De Parfum-100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,51.6,58.05,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2025-12-06T094422.819.jpg?v=1765007105&width=600,1,Nishane Hacivat-unisex-extrait De Parfum-100ml,FALSE,active
khadlaj-lor-noir-unisex-edp-100ml,Khadlaj L'or Noir-unisex-edp-100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,6.88,10.0,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2025-12-04T164423.691.jpg?v=1764859501&width=600,1,Khadlaj L'or Noir-unisex-edp-100ml,FALSE,active
khadlaj-creation-de-reve-unisex-edp-100ml,Khadlaj Creation De Reve-unisex-edp-100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,6.88,10.0,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2025-12-04T160434.785.jpg?v=1764857149&width=600,1,Khadlaj Creation De Reve-unisex-edp-100ml,FALSE,active
loui-martin-imperial-legend-edp-unisex-100ml,Loui Martin Imperial Legend Edp Unisex 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,5.0,8.4,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2025-12-04T150538.131.jpg?v=1764853561&width=600,1,Loui Martin Imperial Legend Edp Unisex 100ml,FALSE,active
ramon-blazar-bravanzo-baron-unisex-edp-100ml,Ramon Blazar Bravanzo Baron-unisex-edp-100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,12.5,25.2,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2025-12-04T144636.157.jpg?v=1764852430&width=600,1,Ramon Blazar Bravanzo Baron-unisex-edp-100ml,FALSE,active
parfums-de-marly-percival-unisex-edp-125ml,Parfums De Marly Percival-unisex-edp-125ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,73.75,99.4,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2025-12-04T140222.589.jpg?v=1764849857&width=600,1,Parfums De Marly Percival-unisex-edp-125ml,FALSE,active
brandy-good-girl-gone-bad-by-killer-women-edp-75ml,Brandy Good Girl Gone Bad By Killer-Women-Edp-75Ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,4.4,8.4,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2025-12-04T124336.604.jpg?v=1764845135&width=600,1,Brandy Good Girl Gone Bad By Killer-Women-Edp-75Ml,FALSE,active
le-jardin-chateau-de-villandry-unisex-edp-100ml,Le Jardin Chateau De Villandry-unisex-edp-100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,8.13,14.7,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2025-12-04T114341.230.jpg?v=1764841476&width=600,1,Le Jardin Chateau De Villandry-unisex-edp-100ml,FALSE,active
nicolai-baron-atelier-chessini-oros-unisex-edp-100ml,Nicolai Baron Atelier Chessini Oros-unisex-edp-100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,13.75,21.0,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2025-12-04T110913.496.jpg?v=1764839398&width=600,1,Nicolai Baron Atelier Chessini Oros-unisex-edp-100ml,FALSE,active
dolce-gabbana-dolce-rose-women-edt-75ml,Dolce & Gabbana Dolce Rose-women-edt-75ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,16.3,33.6,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2025-12-04T104829.037.jpg?v=1764838162&width=600,1,Dolce & Gabbana Dolce Rose-women-edt-75ml,FALSE,active
afnan-cpo-mukhallat-abiyad-20ml,Afnan Cpo Mukhallat Abiyad 20ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,3.28,4.0,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2025-12-04T101259.864.jpg?v=1764836006&width=600,1,Afnan Cpo Mukhallat Abiyad 20ml,FALSE,active
nicolai-baron-atelier-lavatzzi-alimare-unisex-extrait-de-parfum-100ml,Nicolai Baron Atelier Lavatzzi Alimare-unisex-extrait De Parfum-100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,11.3,21.0,TRUE,TRUE,https://livish.com/cdn/shop/files/download_100_505db49c-d66d-4799-b631-7d8db97905cc.png?v=1764771234&width=600,1,Nicolai Baron Atelier Lavatzzi Alimare-unisex-extrait De Parfum-100ml,FALSE,active
afnan-supremacy-in-oud-unisex-edp-100ml,Afnan Supremacy In Oud-unisex-edp-100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,13.75,23.1,TRUE,TRUE,https://livish.com/cdn/shop/files/download_98_a5ecd303-5920-47a6-9ca0-c527b58c4b1a.png?v=1764687431&width=600,1,Afnan Supremacy In Oud-unisex-edp-100ml,FALSE,active
kayali-vanilla-28-edp-for-unisex-100ml,Kayali Vanilla 28 Edp  For Unisex 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,43.75,57.96,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2025-11-23T134615.202.jpg?v=1763898550&width=600,1,Kayali Vanilla 28 Edp  For Unisex 100ml,FALSE,active
mizensir-perfect-oud-for-unisex-edp-100ml,Mizensir Perfect Oud For Unisex Edp 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,43.75,67.62,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2025-11-23T133554.442.jpg?v=1763897926&width=600,1,Mizensir Perfect Oud For Unisex Edp 100ml,FALSE,active
paradis-des-sens-nirvana-unisex-edp-100ml,Paradis Des Sens Nirvana Unisex Edp 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,37.5,56.7,TRUE,TRUE,https://livish.com/cdn/shop/files/download_72_c266d7e6-6e41-47ce-94fb-24e3dfd2fb79.png?v=1763896978&width=600,1,Paradis Des Sens Nirvana Unisex Edp 100ml,FALSE,active
fugazzi-parfum-1-for-unisex-extrait-100ml,Fugazzi Parfum 1 For Unisex Extrait 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,38.8,67.62,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2025-11-23T121012.441.jpg?v=1763892674&width=600,1,Fugazzi Parfum 1 For Unisex Extrait 100ml,FALSE,active
fugazzi-angel-dust-for-unisex-extrait-de-parfum-100ml,Fugazzi Angel Dust For Unisex Extrait De Parfum 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,46.25,69.44,TRUE,TRUE,https://livish.com/cdn/shop/files/download_69_5b046cfe-0ed2-41a2-ab6c-087e7247f993.png?v=1763891793&width=600,1,Fugazzi Angel Dust For Unisex Extrait De Parfum 100ml,FALSE,active
electimuss-black-caviar-for-unisex-pure-parfum-100ml,Electimuss Black Caviar For Unisex Pure Parfum 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,68.75,94.9,TRUE,TRUE,https://livish.com/cdn/shop/files/download_67_c3310ea4-ebe6-4c1e-ad0c-d5858d5c571f.png?v=1763885850&width=600,1,Electimuss Black Caviar For Unisex Pure Parfum 100ml,FALSE,active
electimuss-aquila-absolute-for-unisex-pure-parfum-100ml,Electimuss Aquila Absolute For Unisex Pure Parfum 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,68.75,94.9,TRUE,TRUE,https://livish.com/cdn/shop/files/ElectimussAquilaAbsolute_U_PureParfum100Ml_720x_8d96e82c-09b0-4b84-b191-c029378e0dc7.jpg?v=1763885679&width=600,1,Electimuss Aquila Absolute For Unisex Pure Parfum 100ml,FALSE,active
lorenzo-pazzaglia-sweet-xplosion-for-unisex-extrait-de-parfum-50ml,Lorenzo Pazzaglia Sweet Xplosion For Unisex Extrait De Parfum 50ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,52.5,72.93,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2025-11-23T095947.710.jpg?v=1763884797&width=600,1,Lorenzo Pazzaglia Sweet Xplosion For Unisex Extrait De Parfum 50ml,FALSE,active
lorenzo-pazzaglia-cherry-ink-for-unisex-extrait-de-parfum-50ml,Lorenzo Pazzaglia Cherry Ink For Unisex Extrait De Parfum 50ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,50.0,54.0,TRUE,TRUE,https://livish.com/cdn/shop/files/Cherry_Ink-1_540x_dc4f1720-fb66-477a-952a-3dc672c879c3.jpg?v=1763883764&width=600,1,Lorenzo Pazzaglia Cherry Ink For Unisex Extrait De Parfum 50ml,FALSE,active
lorenzo-pazzaglia-van-sea-for-unisex-edp-50ml,Lorenzo Pazzaglia Van Sea For Unisex Edp 50ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,52.5,72.93,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2025-11-23T092917.383.jpg?v=1763883354&width=600,1,Lorenzo Pazzaglia Van Sea For Unisex Edp 50ml,FALSE,active
xerjoff-zefiro-for-unisex-edp-100ml,Xerjoff Zefiro For Unisex Edp 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,58.0,94.9,TRUE,TRUE,https://livish.com/cdn/shop/files/download_64_37cf9236-cfcb-4351-a948-d37e2710f88d.png?v=1763823789&width=600,1,Xerjoff Zefiro For Unisex Edp 100ml,FALSE,active
xerjoff-oud-stars-alexandria-ii-for-unisex-parfum-100ml,Xerjoff Oud Stars Alexandria II For Unisex Parfum 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,106.25,145.6,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2025-11-22T161941.298.jpg?v=1763821349&width=600,1,Xerjoff Oud Stars Alexandria II For Unisex Parfum 100ml,FALSE,active
xerjoff-erba-pura-for-unisex-edp-100ml,Xerjoff Erba Pura For Unisex Edp 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,62.5,86.45,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2025-11-22T131303.801.jpg?v=1763810077&width=600,1,Xerjoff Erba Pura For Unisex Edp 100ml,FALSE,active
xerjoff-casamorati-1888-dolce-amalfi-for-unisex-edp-100ml,Xerjoff Casamorati 1888 Dolce Amalfi For Unisex Edp 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,52.5,74.9,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2025-11-22T125107.709.jpg?v=1763808703&width=600,1,Xerjoff Casamorati 1888 Dolce Amalfi For Unisex Edp 100ml,FALSE,active
xerjoff-casamorati-unisex-1888-for-unisex-edp-100ml,Xerjoff Casamorati Unisex 1888 For Unisex Edp 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,52.5,74.9,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2025-11-22T122549.155.jpg?v=1763807212&width=600,1,Xerjoff Casamorati Unisex 1888 For Unisex Edp 100ml,FALSE,active
tiziana-terenzi-kirke-for-unisex-extrait-de-parfum-100-ml,Tiziana Terenzi Kirke For Unisex Extrait De Parfum 100 Ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,35.0,60.64,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2025-11-20T155609.278.jpg?v=1763647072&width=600,1,Tiziana Terenzi Kirke For Unisex Extrait De Parfum 100 Ml,FALSE,active
thomas-kosmala-ornate-moon-for-unisex-edp-100ml,Thomas Kosmala Ornate Moon For Unisex Edp 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,33.75,58.56,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2025-11-20T155043.939.jpg?v=1763646722&width=600,1,Thomas Kosmala Ornate Moon For Unisex Edp 100ml,FALSE,active
rosendo-mateu-no-7-patchouli-oud-vanilla-for-unisex-edp-100ml,Rosendo Mateu No. 7 Patchouli Oud Vanilla For Unisex Edp 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,32.5,35.1,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2025-11-20T131049.947.jpg?v=1763637129&width=600,1,Rosendo Mateu No. 7 Patchouli Oud Vanilla For Unisex Edp 100ml,FALSE,active
orto-parisi-cuoium-for-unisex-parfum-50ml,Orto Parisi Cuoium For Unisex Parfum 50ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,47.5,74.9,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2025-11-20T123300.601.jpg?v=1763634915&width=600,1,Orto Parisi Cuoium For Unisex Parfum 50ml,FALSE,active
masion-crivelli-ambre-chromatique-for-unisex-edp-50ml,Masion Crivelli Ambre Chromatique For Unisex Edp 50ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,75.0,96.13,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2025-11-20T101235.614.jpg?v=1763626458&width=600,1,Masion Crivelli Ambre Chromatique For Unisex Edp 50ml,FALSE,active
initio-oud-for-greatness-for-unisex-edp-90ml,Initio Oud For Greatness For Unisex Edp 90ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,81.25,107.5,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2025-11-20T093457.941.jpg?v=1763624303&width=600,1,Initio Oud For Greatness For Unisex Edp 90ml,FALSE,active
frederic-malle-musc-ravageur-for-unisex-edp-100ml,Frederic Malle Musc Ravageur For Unisex Edp 100ml,,,Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne,Perfume,perfume,TRUE,Title,Default Title,,0,shopify,100,deny,manual,81.25,107.5,TRUE,TRUE,https://livish.com/cdn/shop/files/download-2025-11-20T092030.458.jpg?v=1763623774&width=600,1,Frederic Malle Musc Ravageur For Unisex Edp 100ml,FALSE,active
